"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Wilderness_Area","Soil_Type","Class"
3041,51,9,511,63,5417,225,221,129,6236,"Rawah","4744","Spruce-Fir"
3056,101,5,60,1,1188,228,233,139,3129,"Comanche Peak","7202","Spruce-Fir"
3336,121,12,577,7,853,241,230,116,4414,"Neota","8771","Spruce-Fir"
2933,129,19,216,52,684,248,225,97,2582,"Rawah","7745","Lodgepole Pine"
2853,143,14,95,12,3004,239,236,124,3083,"Rawah","7746","Lodgepole Pine"
3160,103,10,424,22,430,237,227,120,1956,"Rawah","7202","Lodgepole Pine"
3097,9,24,400,36,1415,185,184,128,1988,"Comanche Peak","7700","Spruce-Fir"
3425,79,24,618,140,2067,243,189,62,1626,"Rawah","8776","Spruce-Fir"
3224,21,8,518,60,1900,215,223,145,2429,"Comanche Peak","7756","Spruce-Fir"
3356,82,5,90,1,1486,227,231,138,3491,"Neota","8703","Spruce-Fir"
3147,1,21,1140,278,2851,184,195,144,1800,"Comanche Peak","7756","Lodgepole Pine"
2991,309,19,300,63,2936,165,224,198,1361,"Comanche Peak","7756","Lodgepole Pine"
2757,348,7,30,0,1723,207,229,160,2860,"Rawah","7202","Lodgepole Pine"
3260,108,18,350,65,212,248,216,90,646,"Neota","7756","Spruce-Fir"
3283,289,19,313,96,4343,165,235,208,2412,"Comanche Peak","8772","Spruce-Fir"
3031,87,5,85,5,1054,227,232,140,2257,"Rawah","7202","Lodgepole Pine"
3010,29,23,256,151,488,206,185,105,2858,"Comanche Peak","7700","Lodgepole Pine"
2743,35,11,408,72,2438,219,215,131,1973,"Comanche Peak","7756","Lodgepole Pine"
2962,28,4,524,65,4168,218,232,150,5555,"Rawah","4744","Lodgepole Pine"
3220,7,24,480,92,1412,183,185,131,2011,"Comanche Peak","7202","Lodgepole Pine"
2642,19,16,295,53,1557,207,205,132,4277,"Rawah","7745","Lodgepole Pine"
2718,38,13,30,5,547,219,212,125,2306,"Comanche Peak","6102","Lodgepole Pine"
3204,213,7,503,13,5997,214,246,168,3069,"Rawah","7745","Lodgepole Pine"
3436,248,8,828,185,3546,204,246,180,454,"Comanche Peak","8771","Spruce-Fir"
3301,306,13,404,78,4244,183,232,189,1736,"Comanche Peak","8772","Spruce-Fir"
2939,353,17,42,10,4392,190,209,156,5518,"Rawah","7102","Lodgepole Pine"
2977,255,7,301,41,4991,205,244,178,2123,"Rawah","7745","Spruce-Fir"
2918,349,24,277,89,914,168,193,158,1908,"Comanche Peak","7700","Lodgepole Pine"
2837,142,14,180,17,2122,239,236,123,2977,"Rawah","7746","Lodgepole Pine"
2831,8,2,42,1,2496,217,235,155,2295,"Rawah","7202","Lodgepole Pine"
2962,144,6,210,10,4158,229,239,143,5634,"Rawah","7745","Lodgepole Pine"
3064,42,7,524,30,6391,221,225,139,3228,"Rawah","7102","Lodgepole Pine"
3032,98,7,150,28,677,231,231,132,1231,"Comanche Peak","7202","Lodgepole Pine"
3030,282,7,190,-4,1945,201,241,179,1746,"Comanche Peak","7755","Lodgepole Pine"
2959,53,9,247,40,3757,226,221,129,5400,"Rawah","7745","Lodgepole Pine"
2712,117,6,234,23,1860,231,234,136,5848,"Rawah","4744","Lodgepole Pine"
2973,71,12,216,34,510,233,216,113,2161,"Comanche Peak","7756","Lodgepole Pine"
2793,208,13,391,79,3813,210,252,174,1740,"Comanche Peak","7702","Lodgepole Pine"
3322,83,36,319,131,3847,242,153,8,2632,"Rawah","8772","Spruce-Fir"
3164,41,5,30,4,5105,221,228,143,2810,"Rawah","7202","Spruce-Fir"
3183,212,12,277,4,2874,209,251,176,870,"Comanche Peak","7756","Lodgepole Pine"
3008,76,9,319,30,5258,232,223,124,6199,"Rawah","4744","Lodgepole Pine"
2901,197,19,60,-3,990,211,252,168,1832,"Comanche Peak","7757","Lodgepole Pine"
2926,154,10,216,10,4012,232,241,139,6021,"Rawah","7745","Spruce-Fir"
2646,42,7,108,18,242,222,224,137,1543,"Rawah","4744","Lodgepole Pine"
3026,209,16,30,3,819,206,253,178,900,"Comanche Peak","7202","Lodgepole Pine"
3136,147,15,633,99,1895,239,237,125,876,"Comanche Peak","7756","Lodgepole Pine"
2669,68,15,437,125,1144,234,210,104,1366,"Rawah","7202","Lodgepole Pine"
3177,0,3,42,1,5114,215,234,156,2423,"Rawah","7745","Spruce-Fir"
3148,216,4,510,111,2029,215,244,165,999,"Comanche Peak","7756","Lodgepole Pine"
2774,355,5,255,32,3013,211,230,157,5142,"Rawah","4744","Lodgepole Pine"
2884,30,24,150,29,150,204,180,101,1761,"Rawah","7746","Spruce-Fir"
3209,72,18,30,13,2697,238,203,90,2684,"Rawah","7746","Spruce-Fir"
3031,349,10,560,59,5552,202,224,160,6540,"Rawah","7745","Lodgepole Pine"
3100,49,9,120,4,6770,224,221,131,2738,"Rawah","7745","Lodgepole Pine"
2902,60,8,30,5,2059,226,224,132,2284,"Rawah","7745","Lodgepole Pine"
3100,359,44,240,24,1142,117,120,112,1570,"Comanche Peak","7757","Lodgepole Pine"
3000,293,7,124,29,384,200,239,178,371,"Neota","7201","Spruce-Fir"
3293,49,19,480,42,849,224,195,97,2556,"Rawah","7201","Spruce-Fir"
3115,138,25,212,53,2363,248,221,85,1563,"Comanche Peak","7709","Spruce-Fir"
3043,161,16,30,8,824,235,242,133,247,"Comanche Peak","7202","Lodgepole Pine"
3281,333,30,272,59,706,137,186,180,1209,"Neota","7757","Spruce-Fir"
2916,90,8,162,0,4008,232,228,129,6442,"Rawah","7102","Lodgepole Pine"
2604,300,15,234,69,272,176,232,196,1560,"Rawah","7745","Lodgepole Pine"
2929,28,11,150,10,5299,216,215,134,4099,"Rawah","7745","Spruce-Fir"
3191,125,13,485,58,5690,241,230,116,1624,"Rawah","7745","Spruce-Fir"
2896,124,21,134,65,5604,250,219,86,4522,"Rawah","7746","Lodgepole Pine"
3359,217,25,781,138,3479,185,254,194,2609,"Rawah","8772","Spruce-Fir"
3161,333,4,134,-17,890,210,234,163,1033,"Neota","7201","Spruce-Fir"
2926,302,16,60,12,2620,175,232,196,641,"Comanche Peak","7201","Spruce-Fir"
3056,288,15,255,50,2489,175,237,201,1740,"Comanche Peak","7756","Lodgepole Pine"
3354,334,18,511,61,2467,176,214,175,1090,"Comanche Peak","7756","Spruce-Fir"
2819,339,12,170,39,1894,194,222,167,1939,"Rawah","4744","Lodgepole Pine"
3241,149,6,525,128,1230,227,240,146,2101,"Rawah","8771","Spruce-Fir"
2914,218,24,150,37,3035,187,254,194,1165,"Comanche Peak","4758","Lodgepole Pine"
2767,259,11,42,1,1806,193,246,192,1604,"Comanche Peak","4758","Spruce-Fir"
2915,49,17,42,13,2175,225,200,103,1591,"Comanche Peak","7757","Spruce-Fir"
2950,48,23,295,13,4463,221,183,84,1027,"Rawah","7745","Lodgepole Pine"
2713,33,17,42,3,2481,214,201,118,2282,"Rawah","6101","Lodgepole Pine"
2951,322,15,0,0,3095,180,223,183,1371,"Comanche Peak","7202","Spruce-Fir"
2536,357,13,108,8,495,199,216,154,1986,"Rawah","7746","Lodgepole Pine"
3222,105,20,684,74,631,249,211,80,1798,"Rawah","7202","Lodgepole Pine"
2957,294,12,457,26,2133,186,237,191,1072,"Comanche Peak","7202","Spruce-Fir"
2961,199,22,124,66,2632,206,252,171,1302,"Comanche Peak","4758","Lodgepole Pine"
2913,158,9,150,13,5576,230,242,144,4794,"Rawah","7746","Lodgepole Pine"
2717,133,12,0,0,1248,239,234,122,1856,"Comanche Peak","7102","Spruce-Fir"
3158,39,10,30,0,1558,221,217,130,547,"Comanche Peak","8703","Spruce-Fir"
3225,116,18,108,5,3294,248,220,95,870,"Comanche Peak","7757","Lodgepole Pine"
3155,147,13,780,114,1015,238,238,128,2069,"Comanche Peak","7757","Lodgepole Pine"
3007,20,10,85,4,1574,213,218,141,1208,"Comanche Peak","7755","Spruce-Fir"
3191,147,10,212,10,4350,234,239,136,1050,"Comanche Peak","7202","Spruce-Fir"
2942,140,14,42,12,1519,240,235,122,382,"Comanche Peak","7756","Lodgepole Pine"
2537,227,10,300,52,1182,206,249,179,811,"Cache la Poudre","2717","Lodgepole Pine"
2887,29,18,212,74,2343,211,199,119,2128,"Comanche Peak","7757","Spruce-Fir"
3414,50,32,751,199,2394,215,153,48,1947,"Rawah","8776","Spruce-Fir"
3066,267,13,42,7,708,186,245,197,1616,"Comanche Peak","7202","Lodgepole Pine"
3176,18,11,626,59,1939,211,216,141,2522,"Comanche Peak","7755","Spruce-Fir"
3055,111,4,577,83,2605,227,235,143,2205,"Comanche Peak","7756","Spruce-Fir"
2903,111,26,42,18,301,253,203,61,1530,"Rawah","7746","Spruce-Fir"
2985,72,19,60,10,3331,238,199,84,6114,"Rawah","7745","Lodgepole Pine"
2956,92,8,297,22,3598,233,227,126,2213,"Rawah","7745","Lodgepole Pine"
3126,211,3,30,2,824,217,242,161,2037,"Rawah","7202","Spruce-Fir"
3174,42,33,210,79,4768,206,151,58,1531,"Rawah","7746","Spruce-Fir"
3307,90,1,331,107,3331,221,236,151,484,"Comanche Peak","7756","Spruce-Fir"
3198,101,4,573,49,5841,226,234,144,1260,"Rawah","7745","Spruce-Fir"
2677,314,18,162,46,1090,170,223,192,1947,"Rawah","7745","Lodgepole Pine"
2918,344,8,457,19,3260,203,227,163,3771,"Rawah","7746","Lodgepole Pine"
3251,79,11,497,75,1434,235,220,115,1552,"Comanche Peak","4758","Lodgepole Pine"
3151,209,10,67,7,1905,213,249,171,1956,"Comanche Peak","7202","Spruce-Fir"
3098,15,14,256,18,1544,207,210,138,1980,"Comanche Peak","7700","Spruce-Fir"
2911,341,9,607,55,2926,202,228,164,3471,"Rawah","4744","Lodgepole Pine"
3232,15,21,598,156,808,197,193,127,1994,"Comanche Peak","7757","Lodgepole Pine"
3050,85,17,871,129,1302,242,210,92,531,"Comanche Peak","7756","Spruce-Fir"
2719,51,26,134,24,1168,222,174,70,824,"Comanche Peak","7757","Lodgepole Pine"
3063,6,25,524,3,1216,181,184,132,2080,"Comanche Peak","7757","Lodgepole Pine"
3008,90,3,680,177,5362,224,234,146,5318,"Rawah","4744","Lodgepole Pine"
3233,41,10,306,35,808,221,219,132,1383,"Neota","7700","Lodgepole Pine"
2732,84,19,120,42,1642,243,203,82,607,"Rawah","7745","Lodgepole Pine"
2621,130,14,301,63,309,243,231,114,1168,"Rawah","4744","Lodgepole Pine"
3136,44,14,433,62,1917,222,210,119,2537,"Comanche Peak","7756","Spruce-Fir"
3289,8,13,400,54,1825,204,213,145,1189,"Comanche Peak","7755","Spruce-Fir"
2764,351,8,60,5,815,206,227,159,2164,"Comanche Peak","4704","Lodgepole Pine"
2929,353,6,426,-9,3636,210,230,158,5894,"Rawah","7745","Lodgepole Pine"
3001,109,17,499,180,324,247,219,96,685,"Comanche Peak","7757","Lodgepole Pine"
2709,80,11,342,27,404,234,221,118,1190,"Comanche Peak","4704","Lodgepole Pine"
3185,68,13,30,6,2687,233,213,109,2809,"Rawah","7202","Spruce-Fir"
2722,327,25,150,59,2182,151,203,187,2497,"Rawah","7745","Lodgepole Pine"
3236,344,10,67,16,3435,201,225,163,1879,"Rawah","7745","Spruce-Fir"
2923,149,1,30,1,4562,221,238,154,4242,"Rawah","7202","Spruce-Fir"
2978,135,4,108,13,3247,226,238,146,6576,"Rawah","7745","Spruce-Fir"
2969,22,10,201,36,1867,214,218,140,2581,"Comanche Peak","7202","Lodgepole Pine"
3035,70,18,330,10,2393,237,201,89,1776,"Comanche Peak","7757","Spruce-Fir"
2647,93,32,108,68,1657,250,174,27,1173,"Comanche Peak","4758","Lodgepole Pine"
2793,65,5,85,5,3161,225,230,140,5611,"Rawah","4744","Lodgepole Pine"
3329,90,10,255,44,1736,235,224,120,1900,"Rawah","8771","Spruce-Fir"
3080,155,17,170,26,6018,238,239,126,2264,"Rawah","7745","Lodgepole Pine"
3188,143,5,67,6,4235,227,239,146,834,"Comanche Peak","7202","Spruce-Fir"
2978,34,17,324,-9,6296,215,200,115,3068,"Rawah","7102","Lodgepole Pine"
2583,57,12,402,13,2737,228,215,119,2790,"Comanche Peak","4704","Spruce-Fir"
3044,175,8,960,158,5625,225,245,153,5525,"Rawah","7746","Lodgepole Pine"
3127,6,11,212,18,4066,206,218,149,1838,"Rawah","7745","Lodgepole Pine"
3185,21,18,390,39,1401,205,198,125,2289,"Comanche Peak","8772","Spruce-Fir"
3076,101,10,540,1,1838,236,227,121,2391,"Rawah","7745","Lodgepole Pine"
2850,40,4,443,55,3412,220,231,148,6313,"Rawah","4744","Lodgepole Pine"
3168,54,8,350,9,4823,225,223,131,1500,"Rawah","7101","Spruce-Fir"
2889,345,10,42,8,3924,200,224,163,3873,"Rawah","7745","Lodgepole Pine"
2703,191,24,175,2,1468,211,250,160,1121,"Comanche Peak","2704","Lodgepole Pine"
3024,186,14,313,36,5639,222,249,158,1885,"Rawah","7745","Lodgepole Pine"
3172,108,12,402,-12,4007,240,226,115,3743,"Rawah","7202","Spruce-Fir"
3180,113,18,577,244,1687,248,219,94,2848,"Comanche Peak","7757","Spruce-Fir"
2913,333,5,270,49,2006,208,233,164,900,"Comanche Peak","7755","Lodgepole Pine"
3008,77,12,30,7,5449,235,218,113,4621,"Rawah","7101","Spruce-Fir"
2929,11,8,67,3,3786,212,224,150,6417,"Rawah","7745","Lodgepole Pine"
3092,2,6,175,40,4595,211,228,154,2385,"Rawah","7746","Spruce-Fir"
3126,348,14,797,-11,4293,192,216,161,3747,"Rawah","7745","Spruce-Fir"
3287,26,12,525,87,3720,214,214,134,3936,"Rawah","8771","Spruce-Fir"
2731,60,12,120,0,1158,229,215,118,828,"Comanche Peak","7755","Lodgepole Pine"
3029,31,18,433,143,2133,213,198,115,2393,"Comanche Peak","7700","Spruce-Fir"
2754,113,5,108,11,1956,230,234,138,1008,"Rawah","4744","Lodgepole Pine"
3246,102,18,598,1,743,247,214,89,5676,"Neota","7201","Spruce-Fir"
3253,286,16,234,57,371,172,237,204,577,"Neota","7757","Spruce-Fir"
3149,173,6,170,17,6652,224,243,154,2151,"Rawah","7745","Lodgepole Pine"
2955,23,6,255,10,4540,216,227,147,3468,"Rawah","7745","Spruce-Fir"
3158,270,8,466,63,5877,199,243,183,2627,"Rawah","7746","Lodgepole Pine"
3269,3,10,443,70,1149,207,221,152,702,"Neota","7756","Spruce-Fir"
2916,329,4,90,3,4944,210,235,163,2603,"Rawah","6101","Spruce-Fir"
3082,285,11,90,21,2393,190,240,190,576,"Comanche Peak","7756","Lodgepole Pine"
3239,208,21,932,-30,4020,201,254,180,1050,"Comanche Peak","7757","Lodgepole Pine"
3105,347,11,192,16,3880,198,222,162,1061,"Rawah","7745","Spruce-Fir"
2678,92,17,300,-7,1015,245,211,89,1914,"Rawah","7745","Lodgepole Pine"
3292,347,3,360,27,5760,213,234,159,601,"Rawah","7201","Lodgepole Pine"
2643,176,25,95,18,1765,224,244,138,1430,"Comanche Peak","2704","Lodgepole Pine"
2764,325,26,153,69,1150,148,203,190,454,"Comanche Peak","7757","Lodgepole Pine"
2802,168,23,134,45,1707,231,242,130,2279,"Comanche Peak","4758","Lodgepole Pine"
2647,4,15,201,42,2353,199,210,147,1412,"Comanche Peak","4703","Lodgepole Pine"
3041,36,21,671,267,1909,214,190,104,2143,"Comanche Peak","7757","Spruce-Fir"
3221,76,4,30,-1,5992,225,232,143,470,"Rawah","7202","Spruce-Fir"
2970,243,6,30,3,4566,207,245,176,1895,"Rawah","7101","Spruce-Fir"
2971,19,27,175,112,433,189,173,109,2899,"Comanche Peak","7700","Lodgepole Pine"
3027,60,16,443,111,4621,231,205,102,3750,"Rawah","7745","Spruce-Fir"
3011,134,16,210,29,6102,244,230,110,3530,"Rawah","7745","Lodgepole Pine"
2867,51,7,497,47,2124,224,225,137,2818,"Rawah","7745","Lodgepole Pine"
3078,129,6,285,17,1530,230,236,139,811,"Comanche Peak","7756","Lodgepole Pine"
2585,64,10,67,-4,1146,230,219,122,1766,"Comanche Peak","4704","Lodgepole Pine"
3046,88,17,430,79,4923,243,209,89,1463,"Rawah","7745","Spruce-Fir"
3090,62,16,90,25,5120,232,206,102,750,"Rawah","7746","Spruce-Fir"
2890,45,1,30,4,5960,219,235,153,4764,"Rawah","7746","Lodgepole Pine"
3132,149,13,134,0,3422,237,239,129,5000,"Rawah","7746","Spruce-Fir"
2795,146,12,408,131,1741,237,238,130,1048,"Rawah","7745","Lodgepole Pine"
3355,137,12,569,26,942,238,235,125,4319,"Neota","8771","Spruce-Fir"
3277,353,16,228,65,2854,191,211,156,2486,"Comanche Peak","7700","Spruce-Fir"
3165,153,15,124,20,3466,237,240,130,1572,"Comanche Peak","7756","Lodgepole Pine"
3183,52,8,256,28,1511,225,222,131,1617,"Comanche Peak","7755","Spruce-Fir"
3109,309,13,404,69,5055,185,231,186,661,"Rawah","7745","Lodgepole Pine"
2674,18,20,488,182,845,201,195,125,598,"Comanche Peak","7757","Lodgepole Pine"
2955,113,8,95,23,4377,234,232,129,5336,"Rawah","7745","Lodgepole Pine"
2644,216,23,134,43,1992,189,254,192,1415,"Comanche Peak","2705","Lodgepole Pine"
2943,94,15,524,62,1961,243,216,99,2685,"Comanche Peak","7755","Lodgepole Pine"
3006,41,24,120,44,258,215,178,86,1549,"Comanche Peak","7755","Lodgepole Pine"
3056,82,13,124,2,3473,238,216,107,541,"Comanche Peak","7102","Spruce-Fir"
3163,114,17,0,0,1524,247,220,95,1410,"Rawah","7745","Lodgepole Pine"
3002,200,12,404,56,5113,215,250,168,2021,"Rawah","7745","Spruce-Fir"
2808,16,9,30,1,1207,212,222,146,2952,"Comanche Peak","7202","Spruce-Fir"
3279,333,16,446,183,1006,182,218,175,1921,"Rawah","7745","Lodgepole Pine"
3282,351,10,769,7,2164,203,224,159,755,"Comanche Peak","7756","Spruce-Fir"
3367,123,16,633,186,1401,246,226,103,999,"Neota","7755","Spruce-Fir"
3034,212,24,283,129,1986,193,254,187,2040,"Comanche Peak","7202","Lodgepole Pine"
2836,69,26,395,187,1033,236,178,56,671,"Comanche Peak","4758","Lodgepole Pine"
2978,97,18,285,67,2382,246,211,88,1869,"Comanche Peak","7700","Lodgepole Pine"
2957,241,16,108,38,2845,189,251,199,2002,"Comanche Peak","7757","Lodgepole Pine"
3175,14,14,702,94,1458,206,210,139,2591,"Comanche Peak","7756","Spruce-Fir"
3195,192,15,660,86,424,218,251,163,2929,"Comanche Peak","7755","Lodgepole Pine"
3201,60,4,268,-21,4106,223,231,144,1235,"Rawah","8771","Spruce-Fir"
3350,47,23,630,135,2271,220,182,85,2032,"Rawah","8776","Spruce-Fir"
3162,297,10,306,1,3448,193,237,184,1304,"Rawah","7745","Lodgepole Pine"
2535,342,18,95,25,1332,179,209,167,1566,"Comanche Peak","4703","Lodgepole Pine"
2917,11,14,537,-14,1940,204,211,142,2975,"Comanche Peak","7202","Spruce-Fir"
2723,54,17,497,53,1318,228,201,101,1531,"Rawah","7202","Lodgepole Pine"
2748,45,10,42,-2,1983,223,218,129,892,"Rawah","4744","Lodgepole Pine"
2727,21,17,457,70,499,207,201,127,993,"Comanche Peak","4704","Lodgepole Pine"
3176,76,4,30,2,4215,225,232,143,700,"Comanche Peak","7202","Spruce-Fir"
2968,40,7,484,6,2174,221,224,139,2871,"Comanche Peak","7202","Spruce-Fir"
2988,225,6,636,75,5716,211,246,172,3610,"Rawah","7102","Lodgepole Pine"
3058,88,12,700,231,1203,238,220,110,811,"Rawah","7745","Spruce-Fir"
3088,12,15,582,212,2103,204,209,140,2617,"Comanche Peak","7700","Spruce-Fir"
3222,76,2,0,0,4508,222,235,150,1868,"Rawah","8771","Spruce-Fir"
2834,90,15,162,23,4417,242,214,98,4892,"Rawah","7746","Lodgepole Pine"
3206,105,16,0,0,2376,246,218,96,4035,"Neota","7202","Spruce-Fir"
3249,214,7,631,132,4855,214,247,169,2686,"Rawah","7201","Spruce-Fir"
2876,75,13,67,12,2947,235,216,110,2652,"Rawah","4744","Lodgepole Pine"
3647,14,26,966,235,2681,186,177,118,1290,"Rawah","8776","Spruce-Fir"
3266,265,10,467,76,600,194,245,190,283,"Neota","7700","Spruce-Fir"
2961,59,7,342,22,2497,226,226,134,2281,"Rawah","7745","Lodgepole Pine"
3159,9,11,30,7,3219,207,217,146,2290,"Comanche Peak","7755","Spruce-Fir"
2787,319,24,162,59,1208,149,209,196,2466,"Comanche Peak","7757","Lodgepole Pine"
3004,31,6,42,2,2854,219,228,145,1528,"Rawah","7745","Lodgepole Pine"
2573,125,30,182,86,693,253,204,55,962,"Cache la Poudre","2705","Lodgepole Pine"
2965,62,14,636,119,1637,231,211,109,2886,"Comanche Peak","7757","Lodgepole Pine"
3013,301,6,696,127,1466,204,238,172,2012,"Comanche Peak","7756","Lodgepole Pine"
2754,27,25,150,26,1087,201,178,102,1992,"Comanche Peak","7700","Lodgepole Pine"
2761,38,14,67,12,3006,219,208,121,2304,"Rawah","4744","Lodgepole Pine"
2543,63,8,309,40,930,228,223,128,1387,"Comanche Peak","4704","Lodgepole Pine"
3306,165,11,420,88,1064,230,244,144,1050,"Comanche Peak","7756","Spruce-Fir"
3327,236,9,60,12,1994,205,248,181,1922,"Comanche Peak","7756","Spruce-Fir"
2841,128,29,95,38,4754,253,207,59,4736,"Rawah","7746","Lodgepole Pine"
2876,115,19,604,99,2203,249,218,89,1766,"Comanche Peak","4758","Lodgepole Pine"
2725,357,8,0,0,2323,207,226,156,242,"Comanche Peak","7202","Spruce-Fir"
3124,338,13,234,45,3056,192,222,168,2397,"Comanche Peak","7755","Spruce-Fir"
3077,182,22,108,11,1591,220,248,149,2290,"Comanche Peak","7757","Spruce-Fir"
3139,184,11,150,-3,4484,223,248,157,1008,"Rawah","7746","Spruce-Fir"
3058,292,9,0,0,2066,196,239,183,1332,"Comanche Peak","7201","Lodgepole Pine"
3166,60,16,342,77,1189,231,205,102,1201,"Rawah","7745","Spruce-Fir"
3016,27,8,0,0,4024,217,223,142,2440,"Rawah","7202","Lodgepole Pine"
3259,45,0,0,0,6274,218,237,156,162,"Rawah","8771","Spruce-Fir"
2525,62,4,30,-1,2135,223,232,145,2106,"Comanche Peak","6102","Spruce-Fir"
2805,216,10,484,48,4094,210,250,176,1731,"Comanche Peak","7702","Lodgepole Pine"
3070,32,16,67,0,2663,215,204,122,1269,"Comanche Peak","7201","Spruce-Fir"
2910,346,4,376,44,3989,212,233,159,3502,"Rawah","4744","Lodgepole Pine"
3049,227,11,277,59,3102,204,251,183,1087,"Comanche Peak","7756","Spruce-Fir"
2893,56,7,242,38,2821,225,225,134,2300,"Rawah","7745","Lodgepole Pine"
2786,168,11,162,33,3072,229,244,146,2813,"Rawah","7746","Lodgepole Pine"
2962,329,17,108,14,2937,178,218,179,2018,"Comanche Peak","7700","Spruce-Fir"
2859,28,24,85,39,807,203,179,102,458,"Comanche Peak","7756","Lodgepole Pine"
3262,304,3,872,131,2042,210,238,166,2241,"Comanche Peak","7755","Spruce-Fir"
3034,158,5,60,-6,3478,226,241,149,1269,"Comanche Peak","7202","Spruce-Fir"
2869,96,18,182,56,3093,246,210,86,2202,"Comanche Peak","7757","Lodgepole Pine"
3190,213,15,443,79,2250,206,253,180,886,"Rawah","7745","Lodgepole Pine"
2354,53,29,85,26,376,221,164,57,598,"Comanche Peak","4703","Lodgepole Pine"
2969,135,1,616,54,874,221,238,153,1987,"Rawah","7745","Lodgepole Pine"
2906,161,11,457,58,2538,231,243,142,1994,"Comanche Peak","7702","Lodgepole Pine"
2711,94,20,60,20,1708,247,206,80,3407,"Rawah","4744","Lodgepole Pine"
2839,18,17,30,6,2577,204,201,130,2647,"Rawah","7745","Lodgepole Pine"
3219,59,21,120,-13,3326,231,190,83,3915,"Rawah","8771","Spruce-Fir"
3373,162,16,722,198,1486,234,242,135,1064,"Neota","7755","Spruce-Fir"
3000,117,23,108,-7,4890,252,211,74,2860,"Rawah","7745","Lodgepole Pine"
2992,122,9,0,0,2860,236,233,128,1651,"Comanche Peak","7201","Spruce-Fir"
2826,94,9,90,11,1167,235,226,122,870,"Comanche Peak","7756","Spruce-Fir"
3211,283,6,309,69,408,202,240,177,2052,"Neota","7745","Spruce-Fir"
3223,282,14,618,76,2564,181,240,199,309,"Comanche Peak","7756","Spruce-Fir"
3164,190,23,541,105,1945,213,250,159,1020,"Rawah","7745","Lodgepole Pine"
2956,335,12,0,0,4861,192,223,170,4118,"Rawah","7745","Spruce-Fir"
2878,51,13,300,23,3097,226,211,117,2349,"Rawah","7745","Lodgepole Pine"
3253,88,20,162,24,433,246,202,77,886,"Neota","7700","Lodgepole Pine"
2972,166,10,247,50,5411,229,244,145,2981,"Rawah","7745","Spruce-Fir"
3291,263,8,351,68,3060,201,244,182,3090,"Comanche Peak","7756","Lodgepole Pine"
2860,345,21,255,26,764,173,202,163,1222,"Comanche Peak","7757","Lodgepole Pine"
2909,273,18,162,32,2993,171,242,210,1189,"Comanche Peak","4758","Lodgepole Pine"
3088,248,11,67,3,2287,196,248,190,272,"Comanche Peak","7755","Lodgepole Pine"
3236,340,9,90,13,4087,201,227,165,1224,"Rawah","8772","Spruce-Fir"
